,season,team_id,team_city,team_nickname,field_goals_made,field_goals_ast,field_goals_missed,times_ball_lost,times_ball_stolen,fouls,game_id,games_played,field_goals_blocked,free_throws_made,free_throws_missed,points,three_pointers,rebounds,ORB,DRB,MP,start_time
432,2010.0,1610612762.0,Utah,Jazz,2758.0,1735.0,3173.0,1012.0,561.0,1730.0,0.0,0.0,446.0,1441.0,428.0,5771.0,394.0,Hayward REBOUND (Off:0 Def:3),31958.0,80054.0,0.0,0.0
433,2010.0,1610612755.0,Philadelphia,76ers,2748.0,1645.0,3206.0,877.0,553.0,1435.0,0.0,0.0,306.0,1250.0,384.0,5863.0,394.0,Brand REBOUND (Off:2 Def:6),35937.0,68824.0,0.0,0.0
434,2010.0,1610612765.0,Detroit,Pistons,2862.0,1618.0,3374.0,943.0,559.0,1567.0,0.0,0.0,304.0,1280.0,461.0,6230.0,432.0,Monroe REBOUND (Off:0 Def:13),27404.0,70919.0,0.0,0.0
435,2010.0,1610612751.0,New Jersey,Nets,2777.0,1640.0,3537.0,1022.0,433.0,1753.0,0.0,0.0,367.0,1361.0,439.0,5973.0,417.0,Farmar REBOUND (Off:1 Def:2),39448.0,81276.0,0.0,0.0
436,2010.0,1610612749.0,Milwaukee,Bucks,2604.0,1436.0,3478.0,944.0,572.0,1606.0,0.0,0.0,370.0,1313.0,431.0,5723.0,452.0,Ilyasova REBOUND (Off:2 Def:7),23040.0,74382.0,0.0,0.0
437,2010.0,1610612740.0,0,Hornets,2812.0,1630.0,3291.0,943.0,591.0,1707.0,0.0,0.0,351.0,1371.0,420.0,6232.0,427.0,Pondexter REBOUND (Off:1 Def:3),9412.0,44242.0,0.0,0.0
438,2010.0,1610612739.0,Cleveland,Cavaliers,2744.0,1634.0,3571.0,1066.0,509.0,1612.0,0.0,0.0,320.0,1467.0,508.0,6108.0,490.0,Hickson REBOUND (Off:6 Def:7),39925.0,79229.0,0.0,0.0
439,2010.0,1610612753.0,Orlando,Magic,2686.0,1473.0,3131.0,1054.0,497.0,1569.0,0.0,0.0,355.0,1301.0,583.0,6284.0,617.0,Allen REBOUND (Off:0 Def:4),32272.0,51914.0,0.0,0.0
440,2010.0,1610612764.0,Washington,Wizards,2951.0,1539.0,3705.0,1154.0,637.0,1838.0,0.0,0.0,492.0,1442.0,493.0,6293.0,417.0,Jeffers REBOUND (Off:3 Def:4),35287.0,93062.0,0.0,0.0
441,2010.0,1610612746.0,Los Angeles,Clippers,2731.0,1649.0,3219.0,1145.0,534.0,1632.0,0.0,0.0,357.0,1407.0,582.0,6048.0,478.0,Griffin REBOUND (Off:3 Def:7),31708.0,83488.0,0.0,0.0
442,2011.0,1610612738.0,Boston,Celtics,2095.0,1386.0,2454.0,831.0,441.0,1232.0,0.0,0.0,335.0,904.0,257.0,4637.0,314.0,Williams REBOUND (Off:2 Def:5),27016.0,77266.0,0.0,0.0
443,2011.0,1610612752.0,New York,Knicks,2214.0,1226.0,2776.0,953.0,580.0,1374.0,0.0,0.0,265.0,1154.0,392.0,5010.0,468.0,Gadzuric REBOUND (Off:1 Def:2),22907.0,60716.0,0.0,0.0
444,2011.0,1610612753.0,Orlando,Magic,2179.0,1263.0,2752.0,887.0,434.0,1176.0,0.0,0.0,266.0,950.0,483.0,5143.0,583.0,Orton REBOUND (Off:0 Def:2),26565.0,45902.0,0.0,0.0
445,2011.0,1610612760.0,Oklahoma City,Thunder,2286.0,1139.0,2571.0,956.0,463.0,1300.0,0.0,0.0,503.0,1295.0,312.0,5216.0,385.0,Sefolosha REBOUND (Off:0 Def:5),20696.0,51156.0,0.0,0.0
446,2011.0,1610612742.0,Dallas,Mavericks,2175.0,1251.0,2750.0,819.0,514.0,1161.0,0.0,0.0,313.0,925.0,272.0,4841.0,418.0,Wright REBOUND (Off:0 Def:4),31013.0,74271.0,0.0,0.0
447,2011.0,1610612748.0,0,Heat,2261.0,1219.0,2574.0,900.0,553.0,1241.0,0.0,0.0,325.0,1151.0,340.0,5009.0,356.0,Pittman REBOUND (Off:2 Def:2),16633.0,54530.0,0.0,0.0
448,2011.0,1610612744.0,Golden State,Warriors,2291.0,1360.0,2723.0,834.0,488.0,1335.0,0.0,0.0,335.0,878.0,264.0,4993.0,423.0,Gladness REBOUND (Off:2 Def:7),40725.0,69932.0,0.0,0.0
449,2011.0,1610612746.0,Los Angeles,Clippers,2293.0,1318.0,2740.0,772.0,522.0,1395.0,0.0,0.0,293.0,982.0,457.0,5021.0,447.0,Bledsoe REBOUND (Off:0 Def:3),28348.0,75260.0,0.0,0.0
450,2011.0,1610612754.0,Indiana,Pacers,2238.0,1162.0,2889.0,840.0,497.0,1399.0,0.0,0.0,350.0,1301.0,353.0,5050.0,351.0,Price REBOUND (Off:0 Def:2),39637.0,66870.0,0.0,0.0
451,2011.0,1610612765.0,Detroit,Pistons,1969.0,1060.0,2519.0,848.0,404.0,1145.0,0.0,0.0,249.0,988.0,335.0,4302.0,282.0,Bynum REBOUND (Off:1 Def:1),21492.0,70213.0,0.0,0.0
452,2011.0,1610612747.0,Los Angeles,Lakers,2241.0,1379.0,2670.0,890.0,364.0,1078.0,0.0,0.0,319.0,1119.0,351.0,5105.0,340.0,McRoberts REBOUND (Off:2 Def:7),33549.0,82048.0,0.0,0.0
453,2011.0,1610612758.0,Sacramento,Kings,2224.0,1144.0,2879.0,805.0,510.0,1190.0,0.0,0.0,287.0,994.0,358.0,4887.0,356.0,Honeycutt REBOUND (Off:1 Def:4),32354.0,65149.0,0.0,0.0
454,2011.0,1610612759.0,San Antonio,Spurs,2375.0,1392.0,2598.0,785.0,439.0,1080.0,0.0,0.0,278.0,980.0,329.0,5354.0,487.0,Byars REBOUND (Off:4 Def:4),29600.0,79190.0,0.0,0.0
455,2011.0,1610612763.0,Memphis,Grizzlies,2171.0,1156.0,2683.0,828.0,574.0,1201.0,0.0,0.0,304.0,1014.0,314.0,4705.0,257.0,Pargo REBOUND (Off:0 Def:1),32943.0,71380.0,0.0,0.0
456,2011.0,1610612750.0,Minnesota,Timberwolves,2249.0,1232.0,2937.0,927.0,420.0,1186.0,0.0,0.0,280.0,1231.0,362.0,4983.0,450.0,Randolph REBOUND (Off:0 Def:2),29575.0,64027.0,0.0,0.0
457,2011.0,1610612741.0,Chicago,Bulls,2272.0,1397.0,2779.0,818.0,421.0,1078.0,0.0,0.0,355.0,929.0,364.0,5098.0,353.0,Asik REBOUND (Off:2 Def:7),36992.0,79228.0,0.0,0.0
458,2011.0,1610612755.0,Philadelphia,76ers,2323.0,1368.0,2858.0,671.0,500.0,1129.0,0.0,0.0,314.0,850.0,294.0,5026.0,335.0,Brackins REBOUND (Off:2 Def:4),30938.0,61484.0,0.0,0.0
459,2011.0,1610612757.0,0,Trail Blazers,2325.0,1317.0,2875.0,858.0,502.0,1240.0,0.0,0.0,314.0,1060.0,271.0,5144.0,445.0,Flynn REBOUND (Off:1 Def:4),33796.0,75854.0,0.0,0.0
460,2011.0,1610612739.0,Cleveland,Cavaliers,2142.0,1232.0,2981.0,912.0,446.0,1277.0,0.0,0.0,248.0,1122.0,442.0,4769.0,390.0,Harangody REBOUND (Off:1 Def:4),38250.0,69910.0,0.0,0.0
461,2011.0,1610612761.0,0,Raptors,2230.0,1357.0,2852.0,941.0,425.0,1545.0,0.0,0.0,315.0,1068.0,322.0,4886.0,346.0,Alabi REBOUND (Off:5 Def:14),24298.0,51600.0,0.0,0.0
462,2011.0,1610612740.0,New Orleans,Hornets,2186.0,1310.0,2682.0,920.0,460.0,1321.0,0.0,0.0,307.0,1028.0,328.0,4817.0,277.0,Aminu REBOUND (Off:0 Def:10),8170.0,38256.0,0.0,0.0
463,2011.0,1610612756.0,Phoenix,Suns,2312.0,1380.0,2727.0,826.0,400.0,1194.0,0.0,0.0,339.0,976.0,315.0,5041.0,405.0,Price REBOUND (Off:2 Def:2),22789.0,51467.0,0.0,0.0
464,2011.0,1610612743.0,Denver,Nuggets,2459.0,1517.0,2693.0,946.0,522.0,1286.0,0.0,0.0,315.0,1247.0,441.0,5525.0,406.0,Mozgov REBOUND (Off:1 Def:3),37428.0,73637.0,0.0,0.0
465,2011.0,1610612766.0,Charlotte,Bobcats,2106.0,1268.0,2953.0,871.0,380.0,1217.0,0.0,0.0,348.0,1020.0,358.0,4542.0,273.0,Moon REBOUND (Off:0 Def:8),21240.0,50006.0,0.0,0.0
466,2011.0,1610612749.0,Milwaukee,Bucks,2272.0,1419.0,2845.0,829.0,504.0,1193.0,0.0,0.0,295.0,995.0,297.0,4993.0,381.0,Brockman REBOUND (Off:1 Def:6),20606.0,65589.0,0.0,0.0
467,2011.0,1610612745.0,Houston,Rockets,2224.0,1261.0,2713.0,802.0,437.0,1239.0,0.0,0.0,292.0,910.0,250.0,5040.0,399.0,Dragic REBOUND (Off:2 Def:3),23576.0,74045.0,0.0,0.0
468,2011.0,1610612751.0,New Jersey,Nets,2025.0,1181.0,2745.0,841.0,445.0,1147.0,0.0,0.0,238.0,978.0,271.0,4613.0,408.0,Petro REBOUND (Off:3 Def:9),32739.0,66758.0,0.0,0.0
469,2011.0,1610612737.0,Atlanta,Hawks,2251.0,1372.0,2698.0,807.0,493.0,1119.0,0.0,0.0,278.0,932.0,332.0,5067.0,437.0,Dampier REBOUND (Off:1 Def:3),27596.0,46350.0,0.0,0.0
470,2011.0,1610612762.0,Utah,Jazz,2377.0,1353.0,2815.0,846.0,512.0,1375.0,0.0,0.0,360.0,1202.0,383.0,5134.0,269.0,Evans REBOUND (Off:6 Def:4),25095.0,66278.0,0.0,0.0
471,2011.0,1610612764.0,Washington,Wizards,2206.0,1163.0,2789.0,881.0,467.0,1319.0,0.0,0.0,387.0,902.0,333.0,4685.0,315.0,Almond REBOUND (Off:1 Def:2),30013.0,77016.0,0.0,0.0
472,2012.0,1610612764.0,Washington,Wizards,2839.0,1727.0,3696.0,1176.0,587.0,1674.0,0.0,0.0,367.0,1258.0,461.0,6428.0,495.0,Seraphin REBOUND (Off:1 Def:8),40184.0,102797.0,0.0,0.0
473,2012.0,1610612739.0,Cleveland,Cavaliers,2691.0,1511.0,3566.0,969.0,579.0,1589.0,0.0,0.0,290.0,1228.0,408.0,5899.0,449.0,Casspi REBOUND (Off:0 Def:9),49282.0,92854.0,0.0,0.0
474,2012.0,1610612742.0,Dallas,Mavericks,3066.0,1844.0,3577.0,1056.0,628.0,1656.0,0.0,0.0,448.0,1273.0,331.0,6674.0,523.0,Akognon REBOUND (Off:0 Def:1),38285.0,97153.0,0.0,0.0
475,2012.0,1610612747.0,0,Lakers,2978.0,1787.0,3529.0,1161.0,563.0,1484.0,0.0,0.0,418.0,1538.0,684.0,7136.0,660.0,Morris REBOUND (Off:0 Def:1),44241.0,111584.0,0.0,0.0
476,2012.0,1610612738.0,Boston,Celtics,2856.0,1747.0,3271.0,1071.0,627.0,1695.0,0.0,0.0,345.0,1262.0,365.0,6302.0,461.0,Crawford REBOUND (Off:2 Def:4),36117.0,103014.0,0.0,0.0
477,2012.0,1610612748.0,Miami,Heat,3108.0,1867.0,3172.0,1072.0,698.0,1541.0,0.0,0.0,434.0,1404.0,459.0,7136.0,654.0,Varnado REBOUND (Off:0 Def:2),22958.0,70166.0,0.0,0.0
478,2012.0,1610612744.0,Golden State,Warriors,2778.0,1642.0,3306.0,1081.0,504.0,1598.0,0.0,0.0,311.0,1245.0,340.0,6209.0,567.0,Landry REBOUND (Off:2 Def:6),52988.0,96411.0,0.0,0.0
479,2012.0,1610612756.0,0,Suns,2949.0,1784.0,3726.0,1177.0,633.0,1698.0,0.0,0.0,414.0,1146.0,397.0,6362.0,486.0,Beasley REBOUND (Off:1 Def:2),30765.0,66051.0,0.0,0.0
480,2012.0,1610612743.0,Denver,Nuggets,2966.0,1777.0,3257.0,1067.0,670.0,1537.0,0.0,0.0,468.0,1325.0,562.0,6465.0,475.0,Hamilton REBOUND (Off:1 Def:2),49129.0,95730.0,0.0,0.0
481,2012.0,1610612755.0,Philadelphia,76ers,2801.0,1722.0,3500.0,940.0,560.0,1385.0,0.0,0.0,357.0,897.0,334.0,6054.0,474.0,Allen REBOUND (Off:3 Def:8),41180.0,82209.0,0.0,0.0
482,2012.0,1610612746.0,Los Angeles,Clippers,2927.0,1813.0,3191.0,1050.0,720.0,1677.0,0.0,0.0,427.0,1266.0,509.0,6673.0,534.0,Billups REBOUND (Off:1 Def:3),34865.0,96976.0,0.0,0.0
483,2012.0,1610612763.0,0,Grizzlies,2894.0,1680.0,3615.0,1051.0,685.0,1649.0,0.0,0.0,427.0,1316.0,390.0,6414.0,411.0,Conley REBOUND (Off:1 Def:2),42078.0,91246.0,0.0,0.0
484,2012.0,1610612759.0,San Antonio,Spurs,2882.0,1836.0,3057.0,1022.0,617.0,1304.0,0.0,0.0,390.0,1223.0,316.0,6673.0,544.0,Blair REBOUND (Off:0 Def:6),42271.0,105146.0,0.0,0.0
485,2012.0,1610612740.0,0,Hornets,2851.0,1668.0,3507.0,1078.0,503.0,1631.0,0.0,0.0,430.0,1222.0,356.0,6261.0,479.0,Amundson REBOUND (Off:3 Def:3),11048.0,60625.0,0.0,0.0
486,2012.0,1610612757.0,Portland,Trail Blazers,2822.0,1676.0,3489.0,1085.0,515.0,1448.0,0.0,0.0,329.0,1238.0,361.0,6366.0,599.0,Freeland REBOUND (Off:0 Def:6),43876.0,101370.0,0.0,0.0
487,2012.0,1610612765.0,Detroit,Pistons,2833.0,1647.0,3502.0,1131.0,552.0,1569.0,0.0,0.0,371.0,1246.0,538.0,6236.0,491.0,Middleton REBOUND (Off:0 Def:7),28381.0,88421.0,0.0,0.0
488,2012.0,1610612745.0,0,Rockets,2847.0,1724.0,3371.0,1198.0,623.0,1550.0,0.0,0.0,329.0,1409.0,458.0,6609.0,715.0,Smith REBOUND (Off:2 Def:8),31462.0,97410.0,0.0,0.0
489,2012.0,1610612741.0,Chicago,Bulls,2728.0,1746.0,3536.0,1057.0,551.0,1578.0,0.0,0.0,401.0,1271.0,376.0,6138.0,409.0,Deng REBOUND (Off:1 Def:4),49142.0,108275.0,0.0,0.0
490,2012.0,1610612758.0,Sacramento,Kings,2827.0,1562.0,3471.0,1070.0,604.0,1608.0,0.0,0.0,321.0,1296.0,400.0,6171.0,517.0,Cousins REBOUND (Off:4 Def:18),41072.0,83890.0,0.0,0.0
491,2012.0,1610612754.0,Indiana,Pacers,2545.0,1475.0,3270.0,1038.0,523.0,1491.0,0.0,0.0,466.0,1273.0,436.0,5705.0,474.0,Ayres REBOUND (Off:1 Def:5),49776.0,86901.0,0.0,0.0
492,2012.0,1610612761.0,Toronto,Raptors,2871.0,1707.0,3585.0,1044.0,575.0,1819.0,0.0,0.0,383.0,1380.0,376.0,6283.0,499.0,Anderson REBOUND (Off:1 Def:3),36444.0,80804.0,0.0,0.0
493,2012.0,1610612762.0,Utah,Jazz,2821.0,1729.0,3383.0,1077.0,638.0,1650.0,0.0,0.0,468.0,1348.0,420.0,6234.0,466.0,Evans REBOUND (Off:0 Def:1),39094.0,87995.0,0.0,0.0
494,2012.0,1610612760.0,Oklahoma City,Thunder,2925.0,1638.0,3171.0,1124.0,635.0,1632.0,0.0,0.0,583.0,1726.0,363.0,6755.0,556.0,Liggins REBOUND (Off:0 Def:2),25459.0,69409.0,0.0,0.0
495,2012.0,1610612749.0,Milwaukee,Bucks,2842.0,1696.0,3707.0,1021.0,619.0,1461.0,0.0,0.0,497.0,1149.0,409.0,6322.0,528.0,Henson REBOUND (Off:8 Def:8),27099.0,90701.0,0.0,0.0
496,2012.0,1610612752.0,New York,Knicks,2764.0,1446.0,3350.0,856.0,608.0,1557.0,0.0,0.0,263.0,1191.0,379.0,6410.0,751.0,White REBOUND (Off:0 Def:6),29473.0,77382.0,0.0,0.0
497,2012.0,1610612753.0,Orlando,Magic,2859.0,1725.0,3461.0,1050.0,480.0,1492.0,0.0,0.0,321.0,940.0,305.0,6240.0,460.0,Lamb REBOUND (Off:0 Def:4),31428.0,57071.0,0.0,0.0
498,2012.0,1610612737.0,Atlanta,Hawks,2892.0,1876.0,3355.0,1095.0,622.0,1414.0,0.0,0.0,354.0,1084.0,431.0,6600.0,617.0,Scott REBOUND (Off:5 Def:9),35914.0,60565.0,0.0,0.0
499,2012.0,1610612766.0,Charlotte,Bobcats,2698.0,1511.0,3626.0,1027.0,574.0,1526.0,0.0,0.0,456.0,1467.0,486.0,6151.0,459.0,McRoberts REBOUND (Off:1 Def:7),26664.0,72604.0,0.0,0.0
500,2012.0,1610612751.0,Brooklyn,Nets,2630.0,1505.0,3188.0,1032.0,532.0,1378.0,0.0,0.0,344.0,1269.0,479.0,6089.0,562.0,Brooks REBOUND (Off:0 Def:3),44633.0,94256.0,0.0,0.0
501,2012.0,1610612750.0,Minnesota,Timberwolves,2809.0,1754.0,3553.0,1095.0,670.0,1463.0,0.0,0.0,363.0,1440.0,496.0,6322.0,447.0,Budinger REBOUND (Off:1 Def:3),35857.0,79502.0,0.0,0.0
502,2013.0,1610612741.0,Chicago,Bulls,2542.0,1665.0,3330.0,1018.0,526.0,1439.0,0.0,0.0,373.0,1308.0,370.0,5724.0,437.0,Noah REBOUND (Off:4 Def:13),50153.0,113199.0,0.0,0.0
503,2013.0,1610612748.0,Miami,Heat,2735.0,1611.0,2748.0,1025.0,640.0,1453.0,0.0,0.0,316.0,1270.0,398.0,6321.0,562.0,Allen REBOUND (Off:0 Def:3),22705.0,71713.0,0.0,0.0
504,2013.0,1610612754.0,Indiana,Pacers,2691.0,1507.0,3333.0,1085.0,495.0,1582.0,0.0,0.0,421.0,1354.0,399.0,6053.0,464.0,Allen REBOUND (Off:5 Def:6),50208.0,92319.0,0.0,0.0
505,2013.0,1610612753.0,Orlando,Magic,2837.0,1613.0,3549.0,1098.0,598.0,1627.0,0.0,0.0,331.0,1221.0,379.0,6330.0,511.0,Harkless REBOUND (Off:3 Def:2),31406.0,62872.0,0.0,0.0
506,2013.0,1610612747.0,Los Angeles,Lakers,3065.0,1954.0,3730.0,1188.0,590.0,1619.0,0.0,0.0,434.0,1358.0,437.0,6937.0,693.0,Sacre REBOUND (Off:1 Def:2),43625.0,111024.0,0.0,0.0
507,2013.0,1610612746.0,Los Angeles,Clippers,2853.0,1814.0,3146.0,988.0,623.0,1628.0,0.0,0.0,356.0,1580.0,588.0,6609.0,579.0,Green REBOUND (Off:1 Def:3),37091.0,101515.0,0.0,0.0
508,2013.0,1610612751.0,Brooklyn,Nets,2751.0,1597.0,3247.0,1076.0,666.0,1717.0,0.0,0.0,293.0,1416.0,472.0,6382.0,599.0,Blatche REBOUND (Off:1 Def:11),44483.0,99157.0,0.0,0.0
509,2013.0,1610612739.0,Cleveland,Cavaliers,2862.0,1641.0,3658.0,1046.0,537.0,1584.0,0.0,0.0,282.0,1325.0,443.0,6384.0,540.0,Jack REBOUND (Off:0 Def:3),49159.0,103750.0,0.0,0.0
510,2013.0,1610612745.0,Houston,Rockets,2718.0,1510.0,3077.0,1108.0,551.0,1545.0,0.0,0.0,407.0,1631.0,651.0,6479.0,633.0,Parsons REBOUND (Off:1 Def:6),34508.0,107414.0,0.0,0.0
511,2013.0,1610612766.0,Charlotte,Bobcats,2790.0,1667.0,3546.0,891.0,461.0,1455.0,0.0,0.0,389.0,1399.0,490.0,6095.0,494.0,Douglas-Roberts REBOUND (Off:0 Def:2),27900.0,82719.0,0.0,0.0
512,2013.0,1610612762.0,Utah,Jazz,2918.0,1643.0,3654.0,1131.0,565.0,1693.0,0.0,0.0,364.0,1330.0,455.0,6487.0,511.0,Favors REBOUND (Off:4 Def:8),38965.0,89355.0,0.0,0.0
513,2013.0,1610612760.0,Oklahoma City,Thunder,2928.0,1654.0,3292.0,1104.0,627.0,1801.0,0.0,0.0,454.0,1536.0,366.0,6633.0,587.0,Durant REBOUND (Off:2 Def:2),25642.0,72119.0,0.0,0.0
514,2013.0,1610612761.0,Toronto,Raptors,2858.0,1661.0,3544.0,1051.0,555.0,1846.0,0.0,0.0,320.0,1519.0,423.0,6475.0,620.0,Novak REBOUND (Off:1 Def:3),37499.0,84878.0,0.0,0.0
515,2013.0,1610612738.0,0,Celtics,2845.0,1639.0,3692.0,1120.0,556.0,1686.0,0.0,0.0,324.0,1259.0,361.0,6354.0,531.0,Olynyk REBOUND (Off:2 Def:5),38961.0,106277.0,0.0,0.0
516,2013.0,1610612737.0,Atlanta,Hawks,2711.0,1815.0,3261.0,1027.0,619.0,1411.0,0.0,0.0,299.0,1246.0,354.0,6196.0,580.0,Martin REBOUND (Off:1 Def:5),41729.0,72050.0,0.0,0.0
517,2013.0,1610612742.0,Dallas,Mavericks,3125.0,1853.0,3496.0,1039.0,684.0,1609.0,0.0,0.0,339.0,1311.0,337.0,7074.0,639.0,Wright REBOUND (Off:2 Def:1),37861.0,96648.0,0.0,0.0
518,2013.0,1610612743.0,Denver,Nuggets,3110.0,1814.0,3842.0,1248.0,608.0,1910.0,0.0,0.0,455.0,1551.0,585.0,6844.0,642.0,Faried REBOUND (Off:5 Def:8),50089.0,98924.0,0.0,0.0
519,2013.0,1610612758.0,Sacramento,Kings,2876.0,1478.0,3550.0,1145.0,550.0,1815.0,0.0,0.0,307.0,1627.0,515.0,6303.0,495.0,Gray REBOUND (Off:6 Def:7),46063.0,106105.0,0.0,0.0
520,2013.0,1610612763.0,Memphis,Grizzlies,2941.0,1682.0,3377.0,985.0,583.0,1495.0,0.0,0.0,355.0,1137.0,398.0,6394.0,425.0,Conley REBOUND (Off:0 Def:4),42487.0,93337.0,0.0,0.0
521,2013.0,1610612759.0,San Antonio,Spurs,3158.0,1955.0,3332.0,1098.0,579.0,1444.0,0.0,0.0,392.0,1245.0,341.0,7203.0,626.0,Baynes REBOUND (Off:3 Def:1),41955.0,110775.0,0.0,0.0
522,2013.0,1610612765.0,Detroit,Pistons,3019.0,1622.0,3760.0,1093.0,649.0,1640.0,0.0,0.0,372.0,1359.0,670.0,6597.0,496.0,Monroe REBOUND (Off:2 Def:6),29030.0,96546.0,0.0,0.0
523,2013.0,1610612764.0,Washington,Wizards,3014.0,1798.0,3570.0,1100.0,633.0,1613.0,0.0,0.0,362.0,1198.0,436.0,6736.0,594.0,Porter REBOUND (Off:1 Def:0),40778.0,110832.0,0.0,0.0
524,2013.0,1610612757.0,Portland,Trail Blazers,2797.0,1654.0,3477.0,942.0,404.0,1447.0,0.0,0.0,344.0,1387.0,309.0,6489.0,622.0,McCollum REBOUND (Off:0 Def:4),43177.0,107799.0,0.0,0.0
525,2013.0,1610612756.0,Phoenix,Suns,2905.0,1434.0,3361.0,1117.0,626.0,1696.0,0.0,0.0,352.0,1400.0,452.0,6524.0,619.0,Goodwin REBOUND (Off:3 Def:1),31741.0,68679.0,0.0,0.0
526,2013.0,1610612750.0,Minnesota,Timberwolves,3009.0,1850.0,3727.0,1043.0,679.0,1435.0,0.0,0.0,271.0,1677.0,487.0,6798.0,563.0,Cunningham REBOUND (Off:3 Def:0),37214.0,84521.0,0.0,0.0
527,2013.0,1610612744.0,0,Warriors,3117.0,1835.0,3634.0,1181.0,616.0,1772.0,0.0,0.0,392.0,1261.0,410.0,6976.0,653.0,Green REBOUND (Off:2 Def:2),54707.0,102028.0,0.0,0.0
528,2013.0,1610612740.0,0,Pelicans,2895.0,1634.0,3433.0,1008.0,612.0,1786.0,0.0,0.0,492.0,1431.0,428.0,6255.0,459.0,Aminu REBOUND (Off:5 Def:3),13880.0,63659.0,0.0,0.0
529,2013.0,1610612755.0,Philadelphia,76ers,2670.0,1535.0,3523.0,1181.0,665.0,1642.0,0.0,0.0,290.0,1183.0,466.0,5912.0,504.0,Carter-Williams REBOUND (Off:0 Def:6),44795.0,90138.0,0.0,0.0
530,2013.0,1610612752.0,New York,Knicks,2757.0,1488.0,3390.0,939.0,579.0,1716.0,0.0,0.0,333.0,1164.0,359.0,6153.0,597.0,Aldrich REBOUND (Off:7 Def:9),28973.0,83464.0,0.0,0.0
531,2013.0,1610612749.0,Milwaukee,Bucks,2708.0,1611.0,3475.0,1056.0,500.0,1607.0,0.0,0.0,375.0,1268.0,437.0,5885.0,467.0,Adrien REBOUND (Off:2 Def:5),36672.0,99240.0,0.0,0.0
532,2014.0,1610612759.0,San Antonio,Spurs,3103.0,1951.0,3502.0,1062.0,634.0,1530.0,0.0,0.0,429.0,1312.0,372.0,7033.0,602.0,Leonard REBOUND (Off:2 Def:8),46458.0,113464.0,0.0,0.0
533,2014.0,1610612742.0,0,Mavericks,3001.0,1716.0,3461.0,928.0,621.0,1540.0,0.0,0.0,334.0,1264.0,418.0,6668.0,637.0,Felton REBOUND (Off:1 Def:2),41758.0,100634.0,0.0,0.0
534,2014.0,1610612740.0,New Orleans,Pelicans,2970.0,1731.0,3576.0,993.0,517.0,1496.0,0.0,0.0,490.0,1305.0,435.0,6562.0,556.0,Davis REBOUND (Off:2 Def:11),19996.0,68788.0,0.0,0.0
535,2014.0,1610612753.0,0,Magic,2810.0,1556.0,3393.0,1063.0,597.0,1601.0,0.0,0.0,288.0,1042.0,388.0,6177.0,487.0,Vucevic REBOUND (Off:1 Def:10),35906.0,66630.0,0.0,0.0
536,2014.0,1610612747.0,Los Angeles,Lakers,2776.0,1547.0,3669.0,938.0,529.0,1636.0,0.0,0.0,331.0,1323.0,454.0,6063.0,450.0,Black REBOUND (Off:3 Def:3),45970.0,114757.0,0.0,0.0
537,2014.0,1610612745.0,0,Rockets,2958.0,1778.0,3695.0,1271.0,751.0,1808.0,0.0,0.0,396.0,1506.0,596.0,6989.0,772.0,McDaniels REBOUND (Off:0 Def:2),35654.0,115726.0,0.0,0.0
538,2014.0,1610612748.0,Miami,Heat,2666.0,1500.0,3198.0,1065.0,602.0,1530.0,0.0,0.0,330.0,1319.0,451.0,6051.0,492.0,Beasley REBOUND (Off:2 Def:9),23631.0,77315.0,0.0,0.0
539,2014.0,1610612764.0,Washington,Wizards,2904.0,1842.0,3367.0,1091.0,556.0,1617.0,0.0,0.0,356.0,1213.0,410.0,6373.0,462.0,Bynum REBOUND (Off:2 Def:2),42525.0,111956.0,0.0,0.0
540,2014.0,1610612738.0,Boston,Celtics,2920.0,1830.0,3698.0,992.0,628.0,1606.0,0.0,0.0,264.0,1162.0,377.0,6503.0,552.0,Sullinger REBOUND (Off:1 Def:3),41607.0,114262.0,0.0,0.0
541,2014.0,1610612751.0,Brooklyn,Nets,2783.0,1568.0,3411.0,1017.0,526.0,1473.0,0.0,0.0,307.0,1232.0,424.0,6187.0,470.0,Bogdanovic REBOUND (Off:0 Def:3),46038.0,113459.0,0.0,0.0
542,2014.0,1610612756.0,Phoenix,Suns,2934.0,1525.0,3535.0,1100.0,643.0,1678.0,0.0,0.0,347.0,1218.0,391.0,6629.0,607.0,Warren REBOUND (Off:3 Def:0),35514.0,70872.0,0.0,0.0
543,2014.0,1610612766.0,Charlotte,Hornets,2565.0,1449.0,3515.0,798.0,426.0,1342.0,0.0,0.0,402.0,1210.0,413.0,5697.0,440.0,Biyombo REBOUND (Off:4 Def:9),28418.0,85213.0,0.0,0.0
544,2014.0,1610612749.0,0,Bucks,2764.0,1737.0,3260.0,1188.0,701.0,1677.0,0.0,0.0,362.0,1174.0,374.0,6041.0,509.0,Plumlee REBOUND (Off:0 Def:3),39422.0,107342.0,0.0,0.0
545,2014.0,1610612763.0,Memphis,Grizzlies,2820.0,1606.0,3384.0,956.0,643.0,1467.0,0.0,0.0,317.0,1330.0,387.0,6218.0,398.0,Ja. Green REBOUND (Off:0 Def:1),42455.0,99508.0,0.0,0.0
546,2014.0,1610612750.0,Minnesota,Timberwolves,2671.0,1584.0,3408.0,1037.0,599.0,1434.0,0.0,0.0,292.0,1475.0,410.0,5818.0,380.0,Hummel REBOUND (Off:1 Def:3),41769.0,85569.0,0.0,0.0
