,person_id,name,field_goals_made,field_goals_ast,field_goals_missed,times_ball_lost,times_ball_stolen,fouls,games_played,field_goals_blocked,free_throws_made,free_throws_missed,rebounds,points,three-pointers
0,722.0,Corliss Williamson,3354.0,917.0,3479.0,1200.0,430.0,2110.0,745.0,242.0,1813.0,713.0,2970.0,6505.0,101.0
1,165.0,Hakeem Olajuwon,2008.0,649.0,2046.0,769.0,454.0,933.0,361.0,629.0,922.0,373.0,2665.0,5170.0,59.0
2,17.0,Clyde Drexler,837.0,719.0,1078.0,340.0,242.0,350.0,141.0,77.0,472.0,133.0,703.0,5368.0,76.0
3,53.0,Mario Elie,923.0,917.0,1103.0,476.0,343.0,687.0,347.0,50.0,619.0,104.0,909.0,25307.0,271.0
4,51.0,Mahmoud Abdul-Rauf,616.0,311.0,784.0,154.0,79.0,249.0,155.0,8.0,149.0,27.0,178.0,14071.0,196.0
5,1074.0,Matt Maloney,753.0,818.0,1099.0,370.0,228.0,370.0,284.0,14.0,199.0,51.0,478.0,6141.0,78.0
6,178.0,Olden Polynice,1205.0,381.0,1351.0,444.0,154.0,1080.0,373.0,301.0,250.0,329.0,2339.0,15630.0,206.0
7,782.0,Mitch Richmond,2286.0,1074.0,2970.0,815.0,431.0,817.0,365.0,73.0,1552.0,235.0,1107.0,13162.0,184.0
8,788.0,Kevin Willis,1897.0,365.0,2209.0,688.0,278.0,1415.0,529.0,249.0,888.0,281.0,3177.0,15332.0,189.0
9,258.0,Brian Grant,2204.0,686.0,2353.0,851.0,357.0,1875.0,609.0,329.0,1188.0,342.0,4348.0,382.0,1.0
10,63.0,Michael Smith,566.0,468.0,520.0,336.0,248.0,731.0,306.0,146.0,406.0,299.0,2240.0,14806.0,153.0
11,970.0,Othella Harrington,1958.0,430.0,1921.0,918.0,177.0,1876.0,679.0,277.0,1144.0,399.0,3031.0,1831.0,5.0
12,1489.0,Lionel Simmons,44.0,51.0,88.0,32.0,8.0,57.0,39.0,12.0,39.0,5.0,98.0,3271.0,17.0
13,672.0,Matt Bullard,620.0,260.0,888.0,146.0,92.0,383.0,323.0,66.0,91.0,28.0,602.0,5554.0,57.0
14,190.0,Duane Causwell,153.0,33.0,178.0,99.0,30.0,338.0,157.0,106.0,77.0,61.0,382.0,3858.0,60.0
15,988.0,Randy Livingston,293.0,397.0,424.0,210.0,119.0,279.0,190.0,29.0,127.0,37.0,267.0,2701.0,18.0
16,721.0,Tyus Edney,273.0,414.0,409.0,199.0,125.0,177.0,150.0,3.0,280.0,64.0,188.0,6100.0,68.0
17,694.0,Sam Mack,528.0,229.0,803.0,164.0,123.0,334.0,187.0,22.0,167.0,31.0,374.0,19255.0,209.0
18,929.0,Tracy Moore,33.0,20.0,52.0,14.0,5.0,19.0,26.0,0.0,22.0,9.0,26.0,25379.0,249.0
19,1023.0,Emanual Davis,390.0,388.0,604.0,263.0,165.0,339.0,217.0,28.0,134.0,38.0,426.0,18803.0,225.0
20,895.0,Tyrone Corbin,778.0,395.0,1110.0,237.0,250.0,544.0,253.0,23.0,265.0,82.0,950.0,15328.0,174.0
21,703.0,Kurt Thomas,3429.0,1106.0,3660.0,1103.0,650.0,3251.0,1000.0,774.0,1132.0,336.0,6622.0,16127.0,192.0
22,390.0,Sasha Danilovic,244.0,100.0,319.0,114.0,53.0,160.0,82.0,9.0,117.0,30.0,136.0,15120.0,200.0
23,105.0,Dan Majerle,748.0,763.0,1195.0,285.0,331.0,630.0,355.0,78.0,219.0,75.0,1242.0,1647.0,12.0
24,120.0,Steven Smith,2535.0,1438.0,3256.0,894.0,387.0,1289.0,618.0,149.0,1859.0,292.0,1657.0,8462.0,80.0
25,87.0,Dikembe Mutombo,2246.0,568.0,2124.0,1119.0,263.0,2165.0,781.0,1724.0,1898.0,771.0,7243.0,924.0,12.0
26,896.0,Tim Hardaway,2271.0,2795.0,3344.0,978.0,532.0,853.0,405.0,50.0,970.0,245.0,1179.0,1862.0,20.0
27,297.0,Alonzo Mourning,2852.0,494.0,2446.0,1217.0,225.0,1841.0,559.0,1419.0,2059.0,1107.0,4059.0,12366.0,161.0
28,302.0,Mookie Blaylock,1757.0,2198.0,2633.0,758.0,787.0,585.0,398.0,95.0,406.0,151.0,1521.0,5810.0,72.0
29,363.0,Christian Laettner,2146.0,1218.0,2302.0,945.0,528.0,1608.0,586.0,339.0,1323.0,270.0,3202.0,11054.0,86.0
30,80.0,Ken Norman,27.0,12.0,67.0,18.0,7.0,17.0,30.0,3.0,4.0,8.0,39.0,19263.0,252.0
31,468.0,Jon Barry,1171.0,1323.0,1497.0,580.0,507.0,746.0,596.0,72.0,633.0,88.0,1161.0,407.0,1.0
32,136.0,P.J. Brown,2966.0,1221.0,3408.0,1021.0,661.0,2506.0,849.0,761.0,1637.0,382.0,6637.0,35823.0,428.0
33,173.0,Keith Askins,190.0,112.0,298.0,95.0,93.0,350.0,174.0,33.0,56.0,29.0,407.0,8293.0,107.0
34,1134.0,Ike Austin,1155.0,494.0,1430.0,627.0,192.0,847.0,326.0,189.0,607.0,284.0,1785.0,903.0,7.0
35,202.0,Gary Grant,88.0,129.0,123.0,50.0,34.0,68.0,77.0,1.0,30.0,6.0,79.0,14966.0,215.0
36,1096.0,Ivano Newbill,60.0,32.0,84.0,59.0,38.0,151.0,94.0,17.0,36.0,44.0,269.0,15034.0,189.0
37,695.0,Eldridge Recasner,462.0,328.0,610.0,233.0,101.0,281.0,223.0,7.0,167.0,19.0,369.0,41176.0,485.0
38,185.0,Chris Webber,5797.0,2826.0,6573.0,1838.0,973.0,2257.0,689.0,900.0,2112.0,1021.0,6566.0,11737.0,135.0
39,358.0,Anfernee Hardaway,2197.0,1753.0,2871.0,970.0,611.0,1007.0,474.0,188.0,1075.0,297.0,1928.0,2010.0,19.0
40,140.0,Donald Royal,82.0,38.0,120.0,52.0,25.0,126.0,124.0,12.0,115.0,24.0,186.0,6603.0,45.0
41,384.0,Calbert Cheaney,2047.0,899.0,2338.0,587.0,430.0,1464.0,624.0,143.0,423.0,249.0,1805.0,3611.0,46.0
42,393.0,Rod Strickland,2299.0,3646.0,2992.0,1267.0,642.0,926.0,543.0,92.0,1511.0,543.0,1811.0,972.0,12.0
43,436.0,Juwan Howard,5203.0,2065.0,6001.0,1935.0,681.0,3017.0,1047.0,252.0,2487.0,721.0,6042.0,10941.0,117.0
44,270.0,Horace Grant,1781.0,881.0,2016.0,400.0,400.0,965.0,502.0,382.0,608.0,243.0,3303.0,5671.0,50.0
45,98.0,Nick Anderson,1177.0,513.0,1741.0,348.0,355.0,460.0,284.0,91.0,297.0,228.0,1219.0,14024.0,178.0
46,280.0,Felton Spencer,235.0,45.0,264.0,172.0,76.0,586.0,250.0,113.0,192.0,144.0,777.0,2043.0,24.0
47,265.0,Harvey Grant,255.0,125.0,398.0,72.0,89.0,328.0,221.0,76.0,65.0,27.0,510.0,6164.0,67.0
48,1114.0,Jaren Jackson,695.0,393.0,1082.0,276.0,197.0,580.0,295.0,37.0,205.0,65.0,623.0,8932.0,103.0
49,1112.0,Ben Wallace,2482.0,1399.0,2760.0,1020.0,1320.0,2077.0,1041.0,2069.0,1070.0,1509.0,10146.0,11785.0,137.0
50,145.0,Tracy Murray,1259.0,304.0,1759.0,356.0,222.0,666.0,417.0,89.0,516.0,95.0,1015.0,26501.0,336.0
51,216.0,Brian Shaw,756.0,1182.0,1284.0,504.0,250.0,682.0,423.0,98.0,254.0,82.0,1117.0,9598.0,130.0
52,786.0,Gerald Wilkins,452.0,237.0,715.0,198.0,88.0,214.0,150.0,18.0,200.0,80.0,253.0,12151.0,130.0
53,43.0,Chris Whitney,1124.0,1447.0,1701.0,531.0,308.0,837.0,490.0,30.0,649.0,94.0,723.0,20064.0,211.0
54,400.0,Derek Strong,638.0,148.0,851.0,244.0,108.0,424.0,252.0,52.0,481.0,136.0,1208.0,26359.0,364.0
55,710.0,David Vaughn,110.0,27.0,132.0,79.0,24.0,147.0,91.0,32.0,58.0,29.0,275.0,11614.0,124.0
56,353.0,Darrell Armstrong,2547.0,3291.0,3694.0,1485.0,1073.0,1377.0,807.0,90.0,1405.0,208.0,2192.0,4943.0,43.0
57,121.0,Patrick Ewing,1795.0,395.0,2097.0,764.0,220.0,982.0,374.0,541.0,1161.0,432.0,2812.0,25052.0,294.0
58,913.0,Larry Johnson,1443.0,686.0,1672.0,509.0,203.0,962.0,309.0,85.0,738.0,237.0,1707.0,10019.0,72.0
59,1005.0,Walt Williams,1528.0,747.0,2113.0,577.0,311.0,1100.0,424.0,220.0,630.0,164.0,1549.0,1295.0,24.0
60,440.0,Zan Tabak,280.0,96.0,299.0,145.0,39.0,331.0,168.0,85.0,67.0,72.0,490.0,9974.0,86.0
61,757.0,Damon Stoudamire,3736.0,4543.0,5499.0,1714.0,821.0,1519.0,789.0,61.0,1587.0,302.0,2666.0,1790.0,15.0
62,369.0,Charlie Ward,1234.0,2270.0,1801.0,905.0,686.0,1111.0,565.0,116.0,437.0,122.0,1441.0,5510.0,59.0
63,461.0,Popeye Jones,663.0,287.0,842.0,266.0,146.0,702.0,323.0,72.0,275.0,73.0,1739.0,9108.0,114.0
64,275.0,Allan Houston,3931.0,1418.0,4900.0,1242.0,382.0,1403.0,597.0,93.0,1982.0,288.0,1774.0,13565.0,128.0
65,57.0,Doug Christie,2672.0,2583.0,3647.0,1372.0,1322.0,1602.0,657.0,328.0,1700.0,330.0,2811.0,1106.0,7.0
66,433.0,Buck Williams,244.0,71.0,216.0,112.0,54.0,292.0,133.0,48.0,159.0,75.0,552.0,13437.0,146.0
67,317.0,John Starks,1516.0,1049.0,2339.0,553.0,372.0,947.0,395.0,33.0,578.0,161.0,881.0,5089.0,65.0
68,1006.0,Herb Williams,40.0,8.0,56.0,12.0,10.0,54.0,44.0,16.0,4.0,8.0,66.0,67935.0,834.0
69,435.0,Carlos Rogers,503.0,104.0,423.0,146.0,75.0,299.0,217.0,130.0,231.0,166.0,784.0,7451.0,53.0
70,961.0,John Wallace,1110.0,270.0,1289.0,442.0,126.0,691.0,357.0,207.0,556.0,198.0,1028.0,8765.0,89.0
71,948.0,Marcus Camby,3559.0,1753.0,4112.0,1291.0,931.0,2623.0,922.0,2255.0,1635.0,800.0,9095.0,3297.0,33.0
72,418.0,Scott Brooks,42.0,68.0,50.0,27.0,33.0,47.0,107.0,3.0,28.0,3.0,40.0,10025.0,86.0
73,412.0,Sharone Wright,164.0,31.0,243.0,95.0,13.0,151.0,89.0,50.0,66.0,63.0,192.0,5249.0,29.0
74,93.0,Hubert Davis,1148.0,653.0,1421.0,360.0,167.0,532.0,411.0,16.0,288.0,55.0,664.0,331.0,1.0
75,1126.0,Donald Whiteside,17.0,34.0,34.0,18.0,10.0,22.0,27.0,0.0,10.0,5.0,11.0,6345.0,88.0
76,28.0,Doug West,371.0,218.0,489.0,118.0,100.0,434.0,177.0,44.0,141.0,49.0,326.0,8678.0,72.0
77,251.0,Sean Elliott,692.0,400.0,975.0,278.0,108.0,402.0,222.0,77.0,388.0,133.0,724.0,2419.0,33.0
78,61.0,Carl Herrera,354.0,76.0,471.0,147.0,89.0,327.0,172.0,70.0,104.0,68.0,483.0,1445.0,14.0
79,422.0,Avery Johnson,1714.0,2578.0,1934.0,760.0,409.0,758.0,505.0,77.0,654.0,281.0,768.0,4126.0,28.0
80,1037.0,Stojko Vrankovic,148.0,49.0,163.0,94.0,21.0,245.0,113.0,126.0,57.0,33.0,406.0,9723.0,112.0
81,219.0,Vinny Del Negro,925.0,847.0,1116.0,274.0,186.0,457.0,321.0,19.0,300.0,52.0,646.0,6616.0,97.0
82,950.0,Stephon Marbury,5546.0,6239.0,7259.0,2452.0,983.0,1984.0,814.0,119.0,3612.0,1001.0,2414.0,5635.0,73.0
83,339.0,Tom Gugliotta,1935.0,1001.0,2355.0,811.0,480.0,1047.0,468.0,240.0,1043.0,253.0,2728.0,21695.0,233.0
84,708.0,Kevin Garnett,9740.0,5103.0,9853.0,2933.0,1710.0,3503.0,1340.0,1831.0,4606.0,1209.0,13627.0,11032.0,159.0
85,246.0,Greg Anderson,163.0,48.0,172.0,86.0,82.0,309.0,162.0,76.0,78.0,56.0,553.0,11765.0,144.0
86,137.0,Vernon Maxwell,833.0,394.0,1416.0,312.0,191.0,502.0,273.0,37.0,385.0,138.0,435.0,10893.0,127.0
87,1122.0,Dominique Wilkins,442.0,134.0,627.0,156.0,43.0,115.0,88.0,32.0,307.0,81.0,463.0,31207.0,407.0
88,345.0,Terry Porter,1092.0,1323.0,1374.0,569.0,294.0,546.0,457.0,69.0,674.0,155.0,978.0,273.0,2.0
89,381.0,James Robinson,439.0,299.0,684.0,198.0,90.0,285.0,209.0,27.0,169.0,76.0,284.0,3350.0,36.0
90,417.0,Sam Mitchell,1175.0,455.0,1495.0,282.0,205.0,839.0,442.0,83.0,715.0,184.0,1177.0,1686.0,18.0
91,724.0,Cory Alexander,513.0,699.0,812.0,391.0,229.0,409.0,249.0,35.0,247.0,77.0,434.0,2815.0,22.0
92,685.0,Cherokee Parks,734.0,227.0,797.0,245.0,178.0,816.0,387.0,264.0,259.0,158.0,1438.0,7575.0,88.0
93,293.0,Charles Smith,315.0,129.0,449.0,125.0,93.0,236.0,184.0,87.0,20.0,6.0,65.0,36488.0,454.0
94,42.0,Monty Williams,1031.0,471.0,1081.0,484.0,219.0,771.0,386.0,127.0,551.0,267.0,1129.0,2822.0,35.0
95,713.0,Chris Carr,616.0,245.0,866.0,259.0,78.0,409.0,229.0,40.0,307.0,75.0,545.0,18971.0,274.0
96,684.0,Loren Meyer,109.0,19.0,147.0,65.0,11.0,144.0,74.0,16.0,46.0,18.0,150.0,747.0,1.0
97,467.0,Jason Kidd,5196.0,10332.0,7707.0,3305.0,2267.0,2224.0,1224.0,390.0,2609.0,640.0,7460.0,1001.0,13.0
98,911.0,Ervin Johnson,1039.0,304.0,978.0,514.0,388.0,1967.0,627.0,821.0,511.0,357.0,4135.0,269.0,2.0
99,107.0,Dale Ellis,983.0,287.0,1251.0,267.0,149.0,415.0,269.0,14.0,371.0,96.0,602.0,14143.0,189.0
100,45.0,George McCloud,1230.0,961.0,1853.0,544.0,306.0,881.0,390.0,99.0,592.0,125.0,1274.0,9722.0,146.0
101,111.0,LaPhonso Ellis,1643.0,559.0,2206.0,557.0,250.0,1129.0,428.0,238.0,763.0,245.0,2174.0,8353.0,68.0
102,754.0,Jim Jackson,2850.0,1853.0,3954.0,1336.0,497.0,1445.0,619.0,114.0,1155.0,222.0,2878.0,39424.0,484.0
103,376.0,Eric Montross,370.0,114.0,490.0,194.0,69.0,754.0,348.0,175.0,67.0,133.0,1186.0,34601.0,443.0
104,349.0,Mark Jackson,1520.0,4181.0,2087.0,1178.0,493.0,859.0,592.0,37.0,657.0,185.0,1944.0,4218.0,43.0
105,179.0,Bryant Stith,787.0,507.0,1185.0,313.0,243.0,499.0,307.0,71.0,593.0,102.0,797.0,11071.0,144.0
106,423.0,Chris Gatling,1441.0,259.0,1664.0,594.0,266.0,951.0,381.0,126.0,886.0,454.0,1908.0,27106.0,307.0
107,686.0,Antonio McDyess,4396.0,1158.0,4442.0,1405.0,706.0,2749.0,901.0,943.0,1888.0,933.0,6767.0,2777.0,23.0
108,157.0,Derek Harper,627.0,698.0,830.0,280.0,199.0,355.0,214.0,25.0,170.0,61.0,296.0,3194.0,24.0
109,932.0,Oliver Miller,461.0,372.0,443.0,317.0,161.0,585.0,213.0,229.0,164.0,96.0,1060.0,2368.0,15.0
110,36.0,Sarunas Marciulionis,31.0,16.0,52.0,32.0,9.0,29.0,30.0,1.0,23.0,7.0,23.0,12759.0,108.0
111,894.0,Ricky Pierce,254.0,104.0,320.0,82.0,33.0,129.0,88.0,9.0,159.0,23.0,153.0,2617.0,25.0
112,469.0,Jamal Mashburn,2774.0,1730.0,3859.0,1003.0,427.0,1080.0,455.0,77.0,1417.0,374.0,2386.0,1346.0,7.0
113,785.0,Eric Murdock,306.0,402.0,444.0,187.0,176.0,271.0,143.0,20.0,205.0,65.0,268.0,15995.0,152.0
114,434.0,Tony Dumas,39.0,30.0,66.0,21.0,10.0,50.0,57.0,2.0,16.0,12.0,21.0,12880.0,161.0
115,122.0,Fred Roberts,6.0,0.0,9.0,5.0,0.0,2.0,46.0,1.0,10.0,4.0,10.0,917.0,3.0
116,78.0,LaSalle Thompson,3.0,2.0,15.0,9.0,3.0,32.0,29.0,6.0,4.0,2.0,31.0,505.0,1.0
117,717.0,Arvydas Sabonis,1605.0,793.0,1662.0,641.0,291.0,1039.0,385.0,401.0,1054.0,271.0,2709.0,53920.0,666.0
118,735.0,Bryant Reeves,1556.0,507.0,1698.0,571.0,156.0,1122.0,315.0,241.0,716.0,313.0,2107.0,8260.0,88.0
119,211.0,Eric Mobley,27.0,14.0,33.0,28.0,5.0,43.0,43.0,10.0,16.0,14.0,56.0,17023.0,229.0
120,72.0,Kenny Anderson,2043.0,2410.0,2724.0,855.0,698.0,1206.0,510.0,46.0,1002.0,284.0,1462.0,26311.0,326.0
121,243.0,Aaron McKie,1754.0,1782.0,2308.0,861.0,750.0,1275.0,682.0,122.0,736.0,198.0,2071.0,32508.0,472.0
122,949.0,Shareef Abdur-Rahim,5237.0,2029.0,5871.0,2061.0,793.0,2367.0,800.0,618.0,3837.0,912.0,6035.0,29052.0,374.0
123,361.0,Clifford Robinson,3718.0,1930.0,4997.0,1328.0,761.0,2352.0,823.0,708.0,1622.0,697.0,3129.0,14981.0,196.0
124,324.0,Anthony Peeler,1983.0,1410.0,2767.0,668.0,540.0,1068.0,584.0,91.0,461.0,105.0,1485.0,720.0,16.0
125,898.0,Blue Edwards,525.0,330.0,714.0,222.0,134.0,337.0,158.0,51.0,269.0,57.0,422.0,11089.0,146.0
126,21.0,Greg Anthony,887.0,1271.0,1324.0,491.0,430.0,619.0,404.0,26.0,409.0,169.0,673.0,45514.0,499.0
127,739.0,Rasheed Wallace,5841.0,1841.0,6684.0,1532.0,1026.0,3254.0,1013.0,1357.0,2124.0,807.0,6845.0,1430.0,9.0
128,432.0,Pete Chilcutt,324.0,198.0,459.0,132.0,112.0,324.0,257.0,71.0,74.0,30.0,681.0,6155.0,58.0
129,718.0,Gary Trent,1488.0,428.0,1501.0,482.0,189.0,963.0,426.0,150.0,657.0,343.0,1935.0,6719.0,98.0
130,201.0,Chris Dudley,294.0,103.0,419.0,201.0,85.0,728.0,320.0,243.0,150.0,187.0,1419.0,874.0,1.0
131,674.0,Reggie Jordan,95.0,126.0,135.0,68.0,63.0,138.0,131.0,18.0,72.0,58.0,208.0,1544.0,5.0
132,348.0,Mitchell Butler,189.0,103.0,244.0,90.0,54.0,176.0,182.0,10.0,78.0,40.0,196.0,21914.0,300.0
133,195.0,Lee Mayberry,283.0,677.0,442.0,209.0,129.0,333.0,192.0,18.0,71.0,30.0,245.0,6254.0,77.0
134,112.0,Dontonio Wingfield,75.0,42.0,109.0,47.0,14.0,98.0,88.0,6.0,26.0,14.0,129.0,57355.0,736.0
135,964.0,Roy Rogers,285.0,54.0,300.0,95.0,26.0,261.0,128.0,203.0,74.0,63.0,469.0,838.0,10.0
136,734.0,Lawrence Moten,165.0,131.0,269.0,79.0,48.0,87.0,71.0,24.0,66.0,35.0,118.0,35571.0,411.0
137,248.0,George Lynch,1494.0,880.0,1941.0,675.0,599.0,1290.0,588.0,202.0,560.0,297.0,2997.0,1695.0,14.0
138,719.0,Randolph Childress,14.0,16.0,26.0,18.0,8.0,15.0,26.0,0.0,6.0,2.0,6.0,57663.0,707.0
139,316.0,Richard Manning,30.0,3.0,49.0,7.0,4.0,29.0,58.0,2.0,9.0,5.0,39.0,12346.0,169.0
140,208.0,Sam Cassell,4846.0,4902.0,5746.0,1938.0,817.0,2241.0,776.0,136.0,2947.0,455.0,2603.0,27860.0,390.0
141,406.0,Shaquille O'Neal,7823.0,2228.0,5605.0,2331.0,482.0,3223.0,920.0,1839.0,4163.0,3819.0,9061.0,12864.0,182.0
142,76.0,Cedric Ceballos,1067.0,239.0,1271.0,337.0,138.0,451.0,225.0,73.0,515.0,143.0,1179.0,19345.0,294.0
143,89.0,Nick Van Exel,3243.0,3975.0,4818.0,1294.0,455.0,1000.0,639.0,64.0,1259.0,325.0,1846.0,5762.0,76.0
144,109.0,Robert Horry,1585.0,1372.0,2270.0,775.0,729.0,1904.0,811.0,670.0,805.0,311.0,3588.0,10941.0,92.0
145,170.0,Joe Kleine,139.0,78.0,206.0,78.0,30.0,223.0,158.0,21.0,54.0,17.0,340.0,3596.0,34.0
146,224.0,Eddie Jones,4109.0,2363.0,5407.0,1286.0,1313.0,2085.0,820.0,467.0,2375.0,529.0,3262.0,5581.0,61.0
147,445.0,Wesley Person,2330.0,955.0,2773.0,485.0,454.0,639.0,590.0,178.0,533.0,148.0,1795.0,3243.0,21.0
148,920.0,A.C. Green,876.0,326.0,1059.0,249.0,247.0,606.0,365.0,76.0,406.0,188.0,2278.0,6882.0,92.0
149,922.0,Elden Campbell,2269.0,693.0,2734.0,844.0,337.0,1772.0,571.0,780.0,1671.0,664.0,3515.0,2601.0,25.0
150,965.0,Derek Fisher,3591.0,3673.0,5416.0,1409.0,1291.0,2623.0,1235.0,94.0,1960.0,432.0,2577.0,12759.0,111.0
151,714.0,Michael Finley,6064.0,2871.0,7652.0,1450.0,879.0,1588.0,993.0,287.0,2160.0,480.0,4278.0,2108.0,21.0
152,2.0,Byron Scott,156.0,96.0,211.0,52.0,38.0,70.0,85.0,15.0,123.0,22.0,113.0,23909.0,317.0
153,47.0,Wayman Tisdale,145.0,19.0,206.0,33.0,8.0,105.0,63.0,19.0,29.0,14.0,113.0,10388.0,141.0
154,330.0,Danny Manning,1405.0,594.0,1409.0,489.0,318.0,1068.0,425.0,229.0,546.0,217.0,1556.0,17678.0,206.0
155,399.0,Sean Rooks,677.0,331.0,919.0,328.0,137.0,973.0,487.0,240.0,430.0,163.0,1280.0,742.0,5.0
156,916.0,Corie Blount,683.0,294.0,763.0,352.0,252.0,1017.0,432.0,162.0,248.0,173.0,2021.0,42150.0,497.0
157,959.0,Steve Nash,6071.0,9957.0,6346.0,3361.0,874.0,1971.0,1164.0,99.0,2941.0,316.0,3516.0,14562.0,177.0
158,364.0,Rex Chapman,972.0,541.0,1385.0,294.0,175.0,322.0,257.0,29.0,381.0,93.0,511.0,21184.0,219.0
159,716.0,Rumeal Robinson,66.0,73.0,98.0,43.0,24.0,60.0,58.0,2.0,26.0,9.0,47.0,8238.0,84.0
160,969.0,Travis Knight,504.0,219.0,643.0,240.0,133.0,782.0,333.0,213.0,212.0,91.0,1124.0,18718.0,189.0
161,221.0,Clar. Weatherspoon,1812.0,600.0,1973.0,648.0,450.0,1223.0,587.0,412.0,1172.0,363.0,3928.0,5625.0,45.0
162,457.0,Andrew Lang,218.0,57.0,311.0,93.0,57.0,306.0,175.0,92.0,104.0,41.0,556.0,355.0,5.0
163,452.0,Vin Baker,2874.0,806.0,3100.0,1122.0,353.0,1782.0,563.0,462.0,1571.0,840.0,3485.0,4642.0,40.0
164,428.0,Sherman Douglas,798.0,996.0,868.0,406.0,207.0,513.0,282.0,24.0,386.0,172.0,465.0,6907.0,69.0
165,947.0,Allen Iverson,8125.0,5384.0,11012.0,3128.0,1890.0,1835.0,879.0,155.0,6103.0,1712.0,3253.0,5212.0,79.0
166,299.0,Glenn Robinson,4158.0,1332.0,4852.0,1517.0,594.0,1361.0,531.0,313.0,1686.0,357.0,3043.0,2248.0,19.0
167,934.0,Derrick Coleman,2010.0,817.0,2597.0,879.0,272.0,1070.0,403.0,459.0,1374.0,415.0,3323.0,987.0,8.0
168,711.0,Jerry Stackhouse,4718.0,2839.0,6834.0,2286.0,758.0,1643.0,861.0,349.0,4082.0,833.0,2672.0,16550.0,215.0
169,951.0,Ray Allen,8290.0,4188.0,10018.0,2609.0,1395.0,2759.0,1252.0,237.0,4252.0,502.0,5089.0,33761.0,429.0
170,262.0,Michael Cage,111.0,81.0,121.0,44.0,99.0,249.0,197.0,89.0,41.0,36.0,666.0,7405.0,91.0
171,281.0,Scott Williams,921.0,185.0,1093.0,267.0,216.0,1150.0,445.0,233.0,328.0,105.0,1924.0,13886.0,164.0
172,931.0,Don MacLean,247.0,62.0,334.0,89.0,23.0,144.0,81.0,15.0,125.0,68.0,239.0,16764.0,166.0
173,288.0,Armen Gilliam,766.0,202.0,882.0,331.0,155.0,489.0,275.0,100.0,586.0,156.0,1209.0,991.0,6.0
174,446.0,Lucious Harris,1488.0,774.0,2091.0,379.0,399.0,712.0,581.0,55.0,669.0,176.0,1292.0,22423.0,341.0
175,271.0,Johnny Newman,1264.0,468.0,1652.0,500.0,308.0,1077.0,423.0,75.0,1055.0,239.0,755.0,5606.0,77.0
176,386.0,Elliot Perry,660.0,723.0,848.0,365.0,263.0,343.0,334.0,5.0,230.0,65.0,362.0,8453.0,72.0
177,77.0,Doug Overton,342.0,403.0,522.0,188.0,78.0,262.0,236.0,5.0,121.0,23.0,255.0,103.0,0.0
178,707.0,Mark Davis,396.0,236.0,469.0,238.0,147.0,365.0,167.0,51.0,207.0,101.0,536.0,355.0,2.0
179,341.0,Joe Wolf,75.0,47.0,128.0,33.0,32.0,191.0,150.0,17.0,19.0,12.0,230.0,31149.0,371.0
180,116.0,David Wood,20.0,13.0,18.0,6.0,7.0,35.0,75.0,6.0,12.0,6.0,27.0,921.0,14.0
181,241.0,Darrin Hancock,16.0,12.0,19.0,11.0,9.0,15.0,54.0,1.0,10.0,4.0,18.0,5563.0,62.0
182,23.0,Dennis Rodman,294.0,424.0,391.0,290.0,85.0,527.0,166.0,49.0,124.0,106.0,2357.0,14854.0,174.0
183,26.0,Luc Longley,796.0,400.0,932.0,425.0,99.0,751.0,245.0,190.0,338.0,99.0,1215.0,3629.0,33.0
184,442.0,Pervis Ellison,65.0,50.0,69.0,49.0,35.0,186.0,96.0,48.0,38.0,22.0,208.0,6889.0,61.0
185,133.0,David Wesley,3538.0,3209.0,4837.0,1433.0,1009.0,1847.0,753.0,130.0,1801.0,471.0,1871.0,795.0,8.0
186,893.0,Michael Jordan,2934.0,1221.0,3486.0,671.0,470.0,589.0,296.0,150.0,1513.0,365.0,1726.0,33103.0,396.0
187,677.0,Eric Williams,1529.0,827.0,2193.0,675.0,469.0,1402.0,581.0,90.0,1417.0,481.0,1833.0,15906.0,206.0
188,937.0,Scottie Pippen,2363.0,2319.0,2907.0,1174.0,749.0,1163.0,456.0,256.0,987.0,351.0,2487.0,2395.0,20.0
189,166.0,Ron Harper,912.0,904.0,1249.0,376.0,361.0,616.0,340.0,181.0,396.0,158.0,1115.0,14712.0,194.0
190,952.0,Antoine Walker,5886.0,3078.0,8325.0,2417.0,1046.0,2602.0,861.0,453.0,2019.0,1164.0,6654.0,10020.0,101.0
191,296.0,Rick Fox,1962.0,1620.0,2477.0,920.0,564.0,1640.0,581.0,186.0,713.0,213.0,2107.0,14724.0,128.0
192,389.0,Toni Kukoc,2339.0,2111.0,3086.0,1053.0,541.0,1029.0,622.0,203.0,1166.0,457.0,2402.0,39986.0,525.0
193,783.0,Frank Brickowski,32.0,15.0,41.0,19.0,5.0,41.0,20.0,4.0,10.0,4.0,34.0,6265.0,68.0
194,344.0,Dana Barros,977.0,880.0,1233.0,383.0,229.0,396.0,338.0,25.0,367.0,60.0,538.0,13624.0,128.0
195,103.0,Todd Day,527.0,204.0,825.0,191.0,151.0,375.0,191.0,69.0,328.0,109.0,462.0,4731.0,25.0
196,82.0,Bill Wennington,249.0,77.0,329.0,63.0,29.0,294.0,158.0,29.0,76.0,15.0,291.0,15509.0,147.0
197,753.0,Randy Brown,637.0,791.0,969.0,367.0,345.0,614.0,316.0,62.0,275.0,112.0,586.0,4464.0,22.0
